2017-02-23 14:20:36,994 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@539d318: startup date [Thu Feb 23 14:20:36 CST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2017-02-28 15:48:15,903 | WARN  | Transport Connection to: tcp://127.0.0.1:62426 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62426@61616
2017-02-28 15:48:15,903 | WARN  | Transport Connection to: tcp://127.0.0.1:62427 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62427@61616
2017-02-28 15:48:15,903 | WARN  | Transport Connection to: tcp://127.0.0.1:62422 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62422@61616
2017-02-28 15:48:51,800 | WARN  | Transport Connection to: tcp://127.0.0.1:62471 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62471@61616
2017-02-28 15:48:51,800 | WARN  | Transport Connection to: tcp://127.0.0.1:62473 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62473@61616
2017-02-28 15:48:51,800 | WARN  | Transport Connection to: tcp://127.0.0.1:62472 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:62472@61616
2017-02-28 15:57:54,315 | WARN  | Transport Connection to: tcp://127.0.0.1:64023 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64023@61616
2017-02-28 15:57:54,315 | WARN  | Transport Connection to: tcp://127.0.0.1:64029 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64029@61616
2017-02-28 15:57:54,315 | WARN  | Transport Connection to: tcp://127.0.0.1:64028 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64028@61616
2017-02-28 15:57:54,315 | WARN  | Transport Connection to: tcp://127.0.0.1:64027 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64027@61616
2017-02-28 15:57:54,315 | WARN  | Transport Connection to: tcp://127.0.0.1:64026 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64026@61616
2017-02-28 16:01:15,243 | WARN  | Transport Connection to: tcp://127.0.0.1:64445 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64445@61616
2017-02-28 16:01:15,244 | WARN  | Transport Connection to: tcp://127.0.0.1:64451 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64451@61616
2017-02-28 16:01:15,243 | WARN  | Transport Connection to: tcp://127.0.0.1:64450 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64450@61616
2017-02-28 16:01:15,243 | WARN  | Transport Connection to: tcp://127.0.0.1:64449 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64449@61616
2017-02-28 16:01:15,243 | WARN  | Transport Connection to: tcp://127.0.0.1:64448 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64448@61616
2017-02-28 16:03:37,653 | WARN  | Transport Connection to: tcp://127.0.0.1:65001 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:65001@61616
2017-02-28 16:03:37,653 | WARN  | Transport Connection to: tcp://127.0.0.1:65008 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:65008@61616
2017-02-28 16:03:37,653 | WARN  | Transport Connection to: tcp://127.0.0.1:65007 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:65007@61616
2017-02-28 16:03:37,653 | WARN  | Transport Connection to: tcp://127.0.0.1:65006 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:65006@61616
2017-02-28 16:03:37,653 | WARN  | Transport Connection to: tcp://127.0.0.1:65005 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:65005@61616
2017-02-28 16:16:00,380 | WARN  | Transport Connection to: tcp://127.0.0.1:50521 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:50521@61616
2017-02-28 16:16:00,380 | WARN  | Transport Connection to: tcp://127.0.0.1:50525 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:50525@61616
2017-02-28 16:16:00,380 | WARN  | Transport Connection to: tcp://127.0.0.1:50524 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:50524@61616
2017-02-28 16:16:00,380 | WARN  | Transport Connection to: tcp://127.0.0.1:50527 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:50527@61616
2017-02-28 16:16:00,380 | WARN  | Transport Connection to: tcp://127.0.0.1:50526 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:50526@61616
2017-02-28 16:17:59,723 | WARN  | Transport Connection to: tcp://127.0.0.1:51042 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51042@61616
2017-02-28 16:17:59,724 | WARN  | Transport Connection to: tcp://127.0.0.1:51043 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51043@61616
2017-02-28 16:17:59,724 | WARN  | Transport Connection to: tcp://127.0.0.1:51045 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51045@61616
2017-02-28 16:17:59,724 | WARN  | Transport Connection to: tcp://127.0.0.1:51039 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51039@61616
2017-02-28 16:17:59,724 | WARN  | Transport Connection to: tcp://127.0.0.1:51044 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51044@61616
2017-02-28 16:19:09,505 | WARN  | Transport Connection to: tcp://127.0.0.1:51192 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51192@61616
2017-02-28 16:19:09,505 | WARN  | Transport Connection to: tcp://127.0.0.1:51195 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51195@61616
2017-02-28 16:19:09,505 | WARN  | Transport Connection to: tcp://127.0.0.1:51194 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51194@61616
2017-02-28 16:19:09,505 | WARN  | Transport Connection to: tcp://127.0.0.1:51193 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51193@61616
2017-02-28 16:19:09,505 | WARN  | Transport Connection to: tcp://127.0.0.1:51189 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51189@61616
2017-02-28 16:21:28,696 | WARN  | Transport Connection to: tcp://127.0.0.1:51465 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51465@61616
2017-02-28 16:21:28,699 | WARN  | Transport Connection to: tcp://127.0.0.1:51464 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51464@61616
2017-02-28 16:21:28,696 | WARN  | Transport Connection to: tcp://127.0.0.1:51463 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51463@61616
2017-02-28 16:24:21,407 | WARN  | Transport Connection to: tcp://127.0.0.1:52082 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52082@61616
2017-02-28 16:24:21,407 | WARN  | Transport Connection to: tcp://127.0.0.1:52087 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52087@61616
2017-02-28 16:24:21,407 | WARN  | Transport Connection to: tcp://127.0.0.1:52088 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52088@61616
2017-02-28 16:24:21,407 | WARN  | Transport Connection to: tcp://127.0.0.1:52086 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52086@61616
2017-02-28 16:24:21,407 | WARN  | Transport Connection to: tcp://127.0.0.1:52085 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52085@61616
2017-02-28 16:26:21,365 | WARN  | Transport Connection to: tcp://127.0.0.1:52297 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52297@61616
2017-02-28 16:26:21,365 | WARN  | Transport Connection to: tcp://127.0.0.1:52295 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52295@61616
2017-02-28 16:26:21,365 | WARN  | Transport Connection to: tcp://127.0.0.1:52296 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52296@61616
2017-02-28 16:29:55,625 | WARN  | Transport Connection to: tcp://127.0.0.1:52769 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52769@61616
2017-02-28 16:29:55,625 | WARN  | Transport Connection to: tcp://127.0.0.1:52775 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52775@61616
2017-02-28 16:29:55,625 | WARN  | Transport Connection to: tcp://127.0.0.1:52774 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52774@61616
2017-02-28 16:29:55,625 | WARN  | Transport Connection to: tcp://127.0.0.1:52773 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52773@61616
2017-02-28 16:29:55,625 | WARN  | Transport Connection to: tcp://127.0.0.1:52772 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52772@61616
2017-02-28 16:30:33,769 | WARN  | Transport Connection to: tcp://127.0.0.1:52972 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52972@61616
2017-02-28 16:30:33,770 | WARN  | Transport Connection to: tcp://127.0.0.1:52971 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52971@61616
2017-02-28 16:30:33,770 | WARN  | Transport Connection to: tcp://127.0.0.1:52970 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52970@61616
2017-02-28 16:31:37,234 | WARN  | Transport Connection to: tcp://127.0.0.1:53277 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53277@61616
2017-02-28 16:31:37,234 | WARN  | Transport Connection to: tcp://127.0.0.1:53279 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53279@61616
2017-02-28 16:31:37,234 | WARN  | Transport Connection to: tcp://127.0.0.1:53278 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53278@61616
2017-02-28 16:31:37,234 | WARN  | Transport Connection to: tcp://127.0.0.1:53273 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53273@61616
2017-02-28 16:31:37,237 | WARN  | Transport Connection to: tcp://127.0.0.1:53280 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53280@61616
2017-02-28 16:43:48,460 | WARN  | Transport Connection to: tcp://127.0.0.1:53371 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53371@61616
2017-02-28 16:43:48,463 | WARN  | Transport Connection to: tcp://127.0.0.1:53372 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53372@61616
2017-02-28 16:43:48,460 | WARN  | Transport Connection to: tcp://127.0.0.1:53370 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53370@61616
2017-02-28 16:44:26,808 | WARN  | Transport Connection to: tcp://127.0.0.1:55671 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:55671@61616
2017-02-28 16:44:26,808 | WARN  | Transport Connection to: tcp://127.0.0.1:55674 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:55674@61616
2017-02-28 16:44:26,808 | WARN  | Transport Connection to: tcp://127.0.0.1:55673 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:55673@61616
2017-02-28 16:44:26,808 | WARN  | Transport Connection to: tcp://127.0.0.1:55672 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:55672@61616
2017-02-28 16:44:26,808 | WARN  | Transport Connection to: tcp://127.0.0.1:55668 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:55668@61616
2017-02-28 16:49:49,735 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@28e7d46e: startup date [Tue Feb 28 16:49:49 CST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2017-02-28 16:49:51,051 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\cygwin\home\guohao4\code\CarController-Server\dependencies\mq\win\apache-activemq-5.14.3\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-28 16:49:51,300 | INFO  | JMX consoles can connect to service:jmx:rmi:///jndi/rmi://localhost:1099/jmxrmi | org.apache.activemq.broker.jmx.ManagementContext | JMX connector
2017-02-28 16:49:51,595 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2017-02-28 16:49:51,643 | INFO  | Recovering from the journal @1:5492032 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2017-02-28 16:49:51,835 | INFO  | Recovery replayed 4849 operations from the journal in 0.204 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2017-02-28 16:49:51,855 | INFO  | PListStore:[D:\cygwin\home\guohao4\code\CarController-Server\dependencies\mq\win\apache-activemq-5.14.3\bin\win64\..\..\data\localhost-Car\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2017-02-28 16:49:51,994 | INFO  | Apache ActiveMQ 5.14.3 (localhost-Car, ID:GUOHAO4XC0AFBKU-56595-1488271791869-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-28 16:49:52,048 | ERROR | Failed to register destination topic://JavaTopic
JavaTopic | org.apache.activemq.broker.jmx.ManagedRegionBroker | WrapperSimpleAppMain
javax.management.MalformedObjectNameException: Invalid character '\n' in value part of property
	at javax.management.ObjectName.construct(Unknown Source)[:1.8.0_91]
	at javax.management.ObjectName.<init>(Unknown Source)[:1.8.0_91]
	at org.apache.activemq.broker.jmx.BrokerMBeanSupport.createDestinationName(BrokerMBeanSupport.java:48)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.jmx.BrokerMBeanSupport.createDestinationName(BrokerMBeanSupport.java:42)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.jmx.ManagedRegionBroker.register(ManagedRegionBroker.java:162)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.jmx.ManagedTopicRegion.createDestination(ManagedTopicRegion.java:57)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.region.AbstractRegion.addDestination(AbstractRegion.java:155)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.region.RegionBroker.addDestination(RegionBroker.java:339)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.addDestination(BrokerFilter.java:174)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.advisory.AdvisoryBroker.addDestination(AdvisoryBroker.java:239)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.addDestination(BrokerFilter.java:174)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.addDestination(BrokerFilter.java:174)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.addDestination(BrokerFilter.java:174)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.region.AbstractRegion.start(AbstractRegion.java:104)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.region.RegionBroker.start(RegionBroker.java:200)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.jmx.ManagedRegionBroker.start(ManagedRegionBroker.java:117)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.start(BrokerFilter.java:189)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.start(BrokerFilter.java:189)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.TransactionBroker.start(TransactionBroker.java:119)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService$6.start(BrokerService.java:2341)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService.doStartBroker(BrokerService.java:735)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService.startBroker(BrokerService.java:721)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService.start(BrokerService.java:624)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.xbean.XBeanBrokerService.afterPropertiesSet(XBeanBrokerService.java:73)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)[:1.8.0_91]
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at java.lang.reflect.Method.invoke(Unknown Source)[:1.8.0_91]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeCustomInitMethod(AbstractAutowireCapableBeanFactory.java:1700)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1639)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1568)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:539)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:476)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory$1.getObject(AbstractBeanFactory.java:303)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:230)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:299)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:194)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:755)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:762)[spring-context-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:480)[spring-context-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.apache.xbean.spring.context.ResourceXmlApplicationContext.<init>(ResourceXmlApplicationContext.java:64)[xbean-spring-4.2.jar:4.2]
	at org.apache.xbean.spring.context.ResourceXmlApplicationContext.<init>(ResourceXmlApplicationContext.java:52)[xbean-spring-4.2.jar:4.2]
	at org.apache.activemq.xbean.XBeanBrokerFactory$1.<init>(XBeanBrokerFactory.java:104)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.xbean.XBeanBrokerFactory.createApplicationContext(XBeanBrokerFactory.java:104)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.xbean.XBeanBrokerFactory.createBroker(XBeanBrokerFactory.java:67)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFactory.createBroker(BrokerFactory.java:71)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFactory.createBroker(BrokerFactory.java:54)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.console.command.StartCommand.runTask(StartCommand.java:87)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.AbstractCommand.execute(AbstractCommand.java:63)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.ShellCommand.runTask(ShellCommand.java:154)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.AbstractCommand.execute(AbstractCommand.java:63)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.ShellCommand.main(ShellCommand.java:104)[activemq-console-5.14.3.jar:5.14.3]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)[:1.8.0_91]
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at java.lang.reflect.Method.invoke(Unknown Source)[:1.8.0_91]
	at org.apache.activemq.console.Main.runTaskClass(Main.java:262)[activemq.jar:5.14.3]
	at org.apache.activemq.console.Main.main(Main.java:115)[activemq.jar:5.14.3]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)[:1.8.0_91]
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at java.lang.reflect.Method.invoke(Unknown Source)[:1.8.0_91]
	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)[wrapper.jar:3.2.3]
	at java.lang.Thread.run(Unknown Source)[:1.8.0_91]
2017-02-28 16:49:52,213 | INFO  | Listening for connections at: tcp://GUOHAO4XC0AFBKU:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2017-02-28 16:49:52,215 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-28 16:49:52,222 | INFO  | Listening for connections at: amqp://GUOHAO4XC0AFBKU:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2017-02-28 16:49:52,225 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-28 16:49:52,232 | INFO  | Listening for connections at: stomp://GUOHAO4XC0AFBKU:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
